loc_rowid,pl_name,hostname,default_flag,sy_snum,sy_pnum,sy_mnum,discoverymethod,pl_orbper,pl_orbsmax,pl_radj,pl_bmassj,pl_orbeccen,pl_orbincl,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_age,sy_dist,pl_bmass (Msun)
2252,HD 149806 b,HD 149806,1,1,1,0,Radial Velocity,16521.52778,12.404,,12.597,0.357,13.574,,,,0.93,,,,,20.2727,0.0120250962
2253,HD 150010 b,HD 150010,1,1,1,0,Radial Velocity,562.0,1.4,,2.4,0.2,,K2 III,4153.0,16.2,1.3,-0.25,[Fe/H],1.982,4.9,144.49,0.00229104
2255,HD 1502 b,HD 1502,1,1,1,0,Radial Velocity,428.5,1.262,,2.75,0.031,,,4947.0,4.67,1.46,,,,,190.953,0.00262515
2257,HD 150706 b,HD 150706,1,1,1,0,Radial Velocity,5894.0,6.7,,2.71,0.38,,G0 V,5961.0,0.96,1.17,-0.01,[Fe/H],,3.0,28.2697,0.002586966
2258,HD 151450 b,HD 151450,1,1,2,0,Radial Velocity,21.89288,0.16,,0.121,0.496,,,,,1.14,,,,,43.6002,0.0001155066
2259,HD 151450 c,HD 151450,1,1,2,0,Radial Velocity,18144.76236,14.131,,5.148,0.138,42.369,,,,1.14,,,,,43.6002,0.0049142807999999994
2261,HD 152079 b,HD 152079,1,1,1,0,Radial Velocity,2918.92,4.187,,2.661,0.532,,,5907.0,1.13,1.15,0.29,[Fe/H],,1.622,87.8888,0.0025401906
2263,HD 152581 b,HD 152581,1,1,1,0,Radial Velocity,686.5,1.66,,1.869,0.04,,,5027.0,5.14,1.3,,,,,165.76,0.0017841474
2266,HD 152843 b,HD 152843,1,1,2,0,Transit,11.6264,0.1053,0.304,0.03637,0.14,88.85,G0,6310.0,1.43,1.15,-0.16,[Fe/H],,3.97,107.898,3.4718802e-05
2268,HD 152843 c,HD 152843,1,1,2,0,Transit,24.38,,0.52,0.08652,0.115,88.89,G0,6310.0,1.43,1.15,-0.16,[Fe/H],,3.97,107.898,8.2591992e-05
2270,HD 15337 b,HD 15337,1,1,2,0,Transit,4.75615,0.0522,0.146,0.02363,0.09,88.5,K1 V,5125.0,0.86,0.9,0.15,[Fe/H],,5.1,44.8155,2.2557198000000003e-05
2274,HD 15337 c,HD 15337,1,1,2,0,Transit,17.1784,0.1268,0.213,0.02552,0.05,88.5,K1 V,5125.0,0.86,0.9,0.15,[Fe/H],,5.1,44.8155,2.4361392000000002e-05
2276,HD 153557 b,HD 153557,1,1,3,0,Radial Velocity,7.29903,0.068,,0.064,0.065,,,,,0.79,,,,,17.9412,6.10944e-05
2277,HD 153557 c,HD 153557,1,1,3,0,Radial Velocity,15.27018,0.111,,0.055,0.511,,,,,0.79,,,,,17.9412,5.2503e-05
2278,HD 153557 d,HD 153557,1,1,3,0,Radial Velocity,40654.64809,21.449,,27.454,0.152,14.324,,,,0.79,,,,,17.9412,0.026207588400000002
2279,HD 153950 b,HD 153950,1,1,1,0,Radial Velocity,499.39999,1.28,,2.95,0.34,,,6124.0,1.28,1.25,-0.01,[Fe/H],,,48.4549,0.0028160700000000004
2281,HD 154088 b,HD 154088,1,1,1,0,Radial Velocity,18.56,0.134,,0.02077,0.344,,K0 IV-V,5374.0,,0.91,0.28,[Fe/H],-0.131,8.0,18.2692,1.9827042e-05
2284,HD 154345 b,HD 154345,1,1,1,0,Radial Velocity,3341.55884,4.21,,0.82,0.04,,,5468.0,0.85,0.71,-0.11,[Fe/H],,,18.284,0.0007827719999999999
2288,HD 154391 b,HD 154391,1,1,1,0,Radial Velocity,5163.0,7.46,,9.1,0.2,47.0,K1 III,4909.0,8.56,2.07,0.1,[Fe/H],1.581,1.1,100.947,0.00868686
2291,HD 154672 b,HD 154672,1,1,1,0,Radial Velocity,163.94,0.6,,5.37,0.61,,,5743.0,1.32,1.18,0.25,[Fe/H],,,63.0484,0.005126202
2293,HD 154857 b,HD 154857,1,1,2,0,Radial Velocity,408.60001,1.29,,2.45,0.46,,,5589.0,2.3,1.96,-0.22,[Fe/H],,,63.4482,0.00233877
2295,HD 154857 c,HD 154857,1,1,2,0,Radial Velocity,3452.0,5.36,,2.58,0.06,,G5 V,5605.0,1.76,1.72,-0.2,[Fe/H],,,63.4482,0.002462868
2296,HD 155193 b,HD 155193,1,1,1,0,Radial Velocity,352.65,1.04,,0.75,0.21,0.711,F8 IV,6239.0,,1.22,0.05,[Fe/H],,,57.7995,0.00071595
2297,HD 155358 b,HD 155358,1,1,2,0,Radial Velocity,194.3,0.63,,0.99,0.17,,,5905.0,1.38,1.15,-0.6,[Fe/H],,,43.6197,0.000945054
2299,HD 155358 c,HD 155358,1,1,2,0,Radial Velocity,391.9,1.02,,0.82,0.16,,G0,5900.0,,0.92,-0.51,[Fe/H],,10.7,43.6197,0.0007827719999999999
2300,HD 155918 b,HD 155918,1,1,2,0,Radial Velocity,1.87567,0.03,,0.024,0.194,,,,,1.03,,,,,27.561,2.29104e-05
2301,HD 155918 c,HD 155918,1,1,2,0,Radial Velocity,17202.19446,13.183,,5.909,0.071,31.771,,,,1.03,,,,,27.561,0.0056407314
2302,HD 156098 b,HD 156098,1,1,2,0,Radial Velocity,21.85849,0.167,,0.05,0.109,,,,,1.29,,,,,48.249,4.7730000000000005e-05
2303,HD 156098 c,HD 156098,1,1,2,0,Radial Velocity,7841.5839,8.415,,5.228,0.391,23.462,,,,1.29,,,,,48.249,0.0049906488
2304,HD 156279 b,HD 156279,1,1,2,0,Radial Velocity,133.40355,0.502,,9.432,0.647,,,,,0.94,,,,,36.1945,0.0090037872
2309,HD 156279 c,HD 156279,1,1,2,0,Radial Velocity,4818.25358,5.486,,9.75,0.261,74.699,,,,0.94,,,,,36.1945,0.00930735
2311,HD 156411 b,HD 156411,1,1,1,0,Radial Velocity,842.2,1.88,,0.74,0.22,,F8 IV/V,5900.0,2.16,1.25,-0.12,[Fe/H],0.731,,56.8655,0.000706404
2313,HD 156668 b,HD 156668,1,1,2,0,Radial Velocity,4.6455,0.05,,0.013,0.0,,,4850.0,0.72,0.77,0.05,[Fe/H],0.23,8.6,24.3323,1.24098e-05
2315,HD 156668 c,HD 156668,1,1,2,0,Radial Velocity,811.3,1.57,,0.0991,0.089,,,4903.69,0.77,0.79,0.049,[Fe/H],,,24.3323,9.460085999999999e-05
2316,HD 156846 b,HD 156846,1,2,1,0,Radial Velocity,359.51001,1.12,,10.67,0.85,,,6090.0,1.9,1.38,0.15,[Fe/H],,,47.7332,0.010185582
2320,HD 158038 b,HD 158038,1,1,1,0,Radial Velocity,521.0,1.5,,1.53,0.29,,,4860.0,4.5,1.3,0.19,[Fe/H],,,94.8625,0.001460538
2322,HD 158259 b,HD 158259,1,1,5,0,Radial Velocity,2.178,,,0.00698,,,G0,,1.21,1.08,,,,,27.0498,6.663108e-06
2323,HD 158259 c,HD 158259,1,1,5,0,Radial Velocity,3.432,,,0.01762,,,G0,,1.21,1.08,,,,,27.0498,1.6820052e-05
2324,HD 158259 d,HD 158259,1,1,5,0,Radial Velocity,5.1980814,,,0.01702,,,G0,,1.21,1.08,,,,,27.0498,1.6247292e-05
2325,HD 158259 e,HD 158259,1,1,5,0,Radial Velocity,7.951,,,0.01913,,,G0,,1.21,1.08,,,,,27.0498,1.8261498000000002e-05
2326,HD 158259 f,HD 158259,1,1,5,0,Radial Velocity,12.028,,,0.01932,,,G0,,1.21,1.08,,,,,27.0498,1.8442872e-05
2327,HD 158996 b,HD 158996,1,1,1,0,Radial Velocity,820.2,2.1,,14.0,0.13,,K5 III,4069.0,50.3,1.8,-0.2,[Fe/H],3.015,1.6,283.659,0.0133644
2329,HD 15906 b,HD 15906,1,1,2,0,Transit,10.924709,0.09,0.2,,0.11,87.98,K V,4757.0,0.76,0.79,0.02,[Fe/H],-0.569,,45.5621,
2330,HD 15906 c,HD 15906,1,1,2,0,Transit,21.583298,0.141,0.261,,0.04,88.75,K V,4757.0,0.76,0.79,0.02,[Fe/H],-0.569,,45.5621,
2331,HD 159243 b,HD 159243,1,1,2,0,Radial Velocity,12.62,0.11,,1.13,0.02,,G0 V,6123.0,1.12,1.12,0.05,[Fe/H],0.114,1.25,73.3055,0.001078698
2332,HD 159243 c,HD 159243,1,1,2,0,Radial Velocity,248.4,0.8,,1.9,0.075,,G0 V,6123.0,1.12,1.12,0.05,[Fe/H],0.114,1.25,73.3055,0.0018137399999999999
2334,HD 159868 b,HD 159868,1,1,2,0,Radial Velocity,1184.1,2.32,,2.218,0.024,,,5534.0,2.13,1.19,,,,,55.8503,0.0021173028
2338,HD 159868 c,HD 159868,1,1,2,0,Radial Velocity,351.0,1.032,,0.768,0.184,,,5534.0,2.13,1.19,,,,,55.8503,0.0007331328
2341,HD 1605 b,HD 1605,1,1,2,0,Radial Velocity,577.2,1.492,,0.934,0.095,,K1 IV,4915.0,3.49,1.33,0.22,[Fe/H],0.81,4.36,88.8047,0.0008915964000000001
2343,HD 1605 c,HD 1605,1,1,2,0,Radial Velocity,2149.0,3.584,,3.62,0.099,,K1 IV,4915.0,3.49,1.33,0.22,[Fe/H],0.81,4.36,88.8047,0.003455652
2344,HD 160691 b,HD 160691,1,1,4,0,Radial Velocity,645.0,,,4.3,,60.0,G3 IV-V,5773.0,1.33,1.13,0.28,[Fe/H],,5.7,15.5981,0.00410478
2353,HD 160691 c,HD 160691,1,1,4,0,Radial Velocity,3947.0,,,4.4,,60.0,G3 IV-V,5773.0,1.33,1.13,0.28,[Fe/H],,5.7,15.5981,0.00420024
2357,HD 160691 d,HD 160691,1,1,4,0,Radial Velocity,9.6392,,,,,,G3 IV-V,5773.0,1.33,1.13,0.28,[Fe/H],,5.7,15.5981,
2359,HD 160691 e,HD 160691,1,1,4,0,Radial Velocity,307.9,,,7.0,,60.0,G3 IV-V,5773.0,1.33,1.13,0.28,[Fe/H],,5.7,15.5981,0.0066822
2361,HD 161178 b,HD 161178,1,1,1,0,Radial Velocity,279.3,0.85,,0.57,0.044,,G9 III,4786.0,10.95,1.06,-0.21,[Fe/H],1.751,,107.188,0.000544122
2364,HD 16141 b,HD 16141,1,2,1,0,Radial Velocity,75.523,0.36,,0.26,0.25,,,5757.0,1.48,1.11,0.13,[Fe/H],,,37.7861,0.000248196
2365,HD 16175 b,HD 16175,1,1,1,0,Radial Velocity,990.0,2.12,,5.1,0.6,,,5981.0,1.72,1.63,0.3,[Fe/H],,,59.859,0.00486846
2370,HD 162020 b,HD 162020,1,1,1,0,Radial Velocity,8.4282,0.08,,9.84,0.28,,,4723.0,0.75,0.42,-0.1,[Fe/H],,,30.8248,0.009393264
2372,HD 163607 b,HD 163607,1,1,2,0,Radial Velocity,75.2203,0.362,,0.7836,0.7441,,,5522.0,1.76,1.12,,,,,67.7855,0.00074802456
2375,HD 163607 c,HD 163607,1,1,2,0,Radial Velocity,1272.0,2.39,,2.201,0.08,,,5522.0,1.76,1.12,,,,,67.7855,0.0021010746
2377,HD 16417 b,HD 16417,1,2,1,0,Radial Velocity,17.24,0.14,,0.0696,0.2,,G1 V,,,1.2,0.06,[Fe/H],,,25.3936,6.644015999999999e-05
2379,HD 164509 b,HD 164509,1,2,1,0,Radial Velocity,280.17,0.87,,0.443,0.238,,G5,5859.0,1.11,1.12,0.2,[Fe/H],0.12,2.32,53.1119,0.0004228878
2380,HD 164595 b,HD 164595,1,2,1,0,Radial Velocity,40.0,0.23,,0.05078,0.088,,G2 V,5790.0,,0.99,-0.04,[Fe/H],,,28.254,4.8474588e-05
2383,HD 164604 b,HD 164604,1,1,1,0,Radial Velocity,641.472,1.331,,1.99792,0.35,,K3.5 V,4684.0,,0.77,,,,,39.3633,0.001907214432
2384,HD 164922 b,HD 164922,1,1,4,0,Radial Velocity,1207.0,2.16,,0.36497,0.08,,,5390.0,0.95,0.93,0.18,[Fe/H],-0.149,9.58,22.0016,0.00034840036200000003
2389,HD 164922 c,HD 164922,1,1,4,0,Radial Velocity,75.74,0.341,,0.0409,0.12,,,5390.0,0.95,0.93,0.18,[Fe/H],-0.149,9.58,22.0016,3.904314e-05
2392,HD 164922 d,HD 164922,1,1,4,0,Radial Velocity,12.458,0.103,,0.01259,0.12,,,5390.0,0.95,0.93,0.18,[Fe/H],-0.149,9.58,22.0016,1.2018414e-05
2394,HD 164922 e,HD 164922,1,1,4,0,Radial Velocity,41.763,0.2292,,0.0331,0.086,,,5393.43,1.0,0.92,0.197,[Fe/H],,,22.0016,3.159726e-05
2396,HD 165131 b,HD 165131,1,1,1,0,Radial Velocity,2342.6,3.54,,18.7,0.6708,70.0,G3/5 V,5870.0,,1.06,0.06,[Fe/H],,,57.4263,0.01785102
2397,HD 165155 b,HD 165155,1,1,1,0,Radial Velocity,434.5,1.13,,2.89,0.2,,G8 V,5426.0,0.95,1.02,0.09,[Fe/H],-0.155,11.0,63.3574,0.002758794
2398,HD 1666 b,HD 1666,1,1,1,0,Radial Velocity,270.0,0.94,,6.43,0.63,,F7 V,6317.0,1.93,1.5,0.37,[Fe/H],0.73,1.76,117.908,0.006138078
2400,HD 166724 b,HD 166724,1,1,1,0,Radial Velocity,5144.0,5.42,,3.53,0.734,,K0 IV-V,5127.0,,0.81,-0.09,[Fe/H],-0.509,4.0,45.1342,0.0033697379999999997
2402,HD 167042 b,HD 167042,1,1,1,0,Radial Velocity,417.67,1.22,,1.397,0.01,,K1 IV,4919.0,4.63,1.39,-0.01,[Fe/H],1.057,,49.6633,0.0013335762
2406,HD 167677 b,HD 167677,1,1,1,0,Radial Velocity,1820.0,2.877,,2.85,0.182,28.7,G5 V,5474.0,,0.96,-0.29,[Fe/H],,,54.3258,0.00272061
2407,HD 167768 b,HD 167768,1,1,1,0,Radial Velocity,20.6532,0.1512,,0.85,0.149,,G8 III,4851.0,9.7,1.08,-0.67,[Fe/H],1.669,5.31,107.214,0.0008114099999999999
2408,HD 168009 b,HD 168009,1,1,1,0,Radial Velocity,15.1479,0.1192,,0.03,0.12,,,5778.33,1.21,0.99,0.018,[Fe/H],,,23.3032,2.8638e-05
2412,HD 168443 b,HD 168443,1,1,2,0,Radial Velocity,58.11187,0.292,,7.628,0.53,,,,,0.98,,,,,39.6245,0.0072816888
2416,HD 168443 c,HD 168443,1,1,2,0,Radial Velocity,1753.1096,2.842,,17.306,0.21,91.218,,,,0.98,,,,,39.6245,0.016520307600000003
2423,HD 168746 b,HD 168746,1,1,1,0,Radial Velocity,6.404,0.07,,0.27,0.11,,,5570.0,1.09,1.07,-0.08,[Fe/H],,,41.5681,0.00025774200000000004
2425,HD 168863 b,HD 168863,1,1,1,0,Radial Velocity,14773.93272,10.961,,6.78,0.187,129.839,,,,0.8,,,,,39.8979,0.006472188
2427,HD 1690 b,HD 1690,1,1,1,0,Radial Velocity,533.0,1.36,,8.79,0.64,,,4374.0,21.66,1.86,-0.27,[Fe/H],,,752.615,0.008390934
2429,HD 16905 b,HD 16905,1,1,1,0,Radial Velocity,10256.0,8.8,,11.3,0.68,43.0,K3 V,,,0.85,,,,6.1,39.7401,0.01078698
2430,HD 169142 b,HD 169142,1,1,1,0,Imaging,,37.2,,3.0,,13.0,,,,1.85,,,,0.006,113.6,0.0028638
2434,HD 169830 b,HD 169830,1,1,2,0,Radial Velocity,225.67372,0.765,,2.531,0.294,,,,,1.17,,,,,37.6048,0.0024160926
2439,HD 169830 c,HD 169830,1,1,2,0,Radial Velocity,1818.82339,3.075,,7.669,0.246,24.469,,,,1.17,,,,,37.6048,0.0073208273999999995
2440,HD 170469 b,HD 170469,1,2,1,0,Radial Velocity,1145.0,2.24,,0.66,0.11,,,5842.0,1.24,1.1,0.29,[Fe/H],,,60.178,0.000630036
2444,HD 17092 b,HD 17092,1,1,1,0,Radial Velocity,359.89999,1.31,,10.13,0.17,,,4326.0,13.58,6.73,0.18,[Fe/H],,,228.422,0.009670098
