x,sin(1x),sin(2x),sin(3x),sin(4x),sin(5x),sin(6x),sin(7x),sin(8x),sin(9x),sin(10x)
0.41552127281949164,0.40366690085010865,0.738634558733738,0.9478955141182944,0.9958360736663117,0.874297331751883,0.6039637178960706,0.2308427560776185,-0.1815648615291332,-0.5630723272777647,-0.8487516670693468
0.42811282654129446,0.41515468508319875,0.7553746454047702,0.9592507484145191,0.989983699262992,0.8420262518376188,0.5420844773875569,0.144297363428809,-0.279535182752869,-0.6529120970136894,-0.9084394721961954
0.4407043802630972,0.42657664856261784,0.7716357071767809,0.9692373665657978,0.9816205090091248,0.8064187510411646,0.47711265263256947,0.05663167695965502,-0.3746714518621626,-0.7343759268870445,-0.953743241221784
0.4532959339849,0.43793098039167716,0.7874074320098828,0.9778411201111752,0.9707677137899663,0.767615919511385,0.40941890696880456,-0.031473685718586095,-0.4660091350120293,-0.8064187510411641,-0.9839456439671285
0.46588748770670274,0.4492158803963565,0.8026798181798434,0.9850497335991816,0.9574528386751506,0.7257715084848019,0.33938943225409535,-0.11933469344275034,-0.5526222101128349,-0.8681163618140914,-0.9985684620536465
0.47847904142850556,0.4604295594107135,0.8174431806207323,0.9908529221018992,0.941709653109075,0.6810513210660664,0.26742374564734456,-0.2062692121691967,-0.6336325552544487,-0.9186772660172913,-0.9973801609105755
0.4910705951503083,0.4715702395605467,0.831688157066758,0.9952424058890388,0.9235780852641798,0.633632555254449,0.193932410368808,-0.2916023009164006,-0.7082188514970529,-0.9574528386751505,-0.9803995558437936
0.5036621488721111,0.48263615454526954,0.8454057139893991,0.998211922241088,0.9031041207743439,0.5837031018195266,0.11933469344275102,-0.3746714518621626,-0.775624909768156,-0.9839456439671286,-0.9478955141182943
0.5162537025939139,0.4936255499179479,0.858587152326065,0.9997572343846811,0.8803396861052282,0.5314607998081383,0.044056173785029115,-0.45483173391242493,-0.8351673374440166,-0.9978158166266278,-0.9003826977714798
0.5288452563157167,0.5045366833634598,0.8712241129966533,0.9998761375374373,0.8553425168573667,0.47711265263256947,-0.031473685718586095,-0.5314607998081381,-0.8862424668882684,-0.9988854219322505,-0.8386134145646505
0.5414368100375194,0.5153678249747305,0.8833085822045057,0.9985684620536465,0.8281760113360176,0.4208740078461167,-0.10682398829206957,-0.6039637178960701,-0.9283324757031315,-0.9871407383589128,-0.7635657061029867
0.5540283637593222,0.5261172575270014,0.8948328965184001,0.9958360736663117,0.7989090697591519,0.3629677038560652,-0.1815648615291332,-0.6717775910507239,-0.9610106366433845,-0.9627324336056288,-0.6764278617341757
0.566619917481125,0.5367832767500869,0.9057897477323569,0.9916828708252043,0.767615919511385,0.3036231869551174,-0.2552699098092008,-0.7343759268870442,-0.9839456439671285,-0.9259736317417723,-0.5785796034292985
0.5792114712029277,0.5473641915985787,0.9161721875001766,0.9861147791347311,0.734375926887045,0.2430756021699285,-0.32751864687836807,-0.7912727253345182,-0.9969049723608752,-0.8773358962676064,-0.47157023956054767
0.5918030249247306,0.557858324519953,0.925973631741772,0.9791397428995448,0.6992733957998378,0.18156486152913387,-0.39789889471751055,-0.8420262518376189,-0.9997572343846811,-0.8174431806207325,-0.3570941334841726
0.6043945786465333,0.5682640117205373,0.935187864818497,0.9707677137899663,0.6623973539696282,0.11933469344275102,-0.4660091350120293,-0.8862424668882684,-0.9924735125364991,-0.7470638237349192,-0.23696387535387284
0.6169861323683361,0.5785796034292979,0.9438090434748282,0.9610106366433847,0.6238413271286091,0.05663167695965502,-0.5314607998081381,-0.9235780852641798,-0.9751276524306863,-0.6671006933369836,-0.11308158195638733
0.6295776860901389,0.5888034641594024,0.9518317005438962,0.9498824324218971,0.5837031018195269,-0.006295735270235435,-0.5938804882875187,-0.953743241221784,-0.9478955141182946,-0.5785796034292985,0.012591220998455815
0.6421692398119416,0.5989339729675186,0.9592507484145191,0.9373989783505013,0.5420844773875569,-0.06919820145767397,-0.652912097013689,-0.9765037389517746,-0.9110531891395909,-0.4826361545452699,0.1380646572558545
0.6547607935337444,0.6089695237108067,0.9660614822575389,0.9235780852641798,0.49909100779482957,-0.13182647865890226,-0.7082188514970525,-0.9916828708252043,-0.8649742013851228,-0.3805011655987094,0.261352007290606
0.6673523472555472,0.6189085253015657,0.9722595830094136,0.9084394721961955,0.45483173391242554,-0.19393241036880732,-0.7594852274885789,-0.999162789313664,-0.8101257201442472,-0.27348488421589334,0.3805011655987073
0.67994390097735,0.6287494019594928,0.9778411201111752,0.8920047382438554,0.40941890696880456,-0.2552699098092016,-0.8064187510411641,-0.9988854219322505,-0.7470638237349192,-0.16296017810945565,0.49362554991794816
0.6925354546991528,0.6384905934615152,0.9828025540010144,0.874297331751883,0.36296770385606475,-0.31559593501607375,-0.8487516670693468,-0.9908529221018992,-0.676427861734175,-0.05034492312502936,0.5989339729675186
0.7051270084209555,0.6481305553891561,0.9871407383589128,0.8553425168573667,0.315595935016074,-0.3746714518621626,-0.8862424668882684,-0.9751276524306863,-0.5989339729675189,0.06291618610288573,0.6947590037239204
0.7177185621427583,0.6576677593733951,0.9908529221018992,0.8351673374440167,0.26742374564734456,-0.43226238119898397,-0.9186772660172913,-0.9518317005438964,-0.515367824974731,0.17537016954221415,0.7795833691667814
0.7303101158645611,0.667100693336983,0.9939367511286633,0.8138005785571594,0.2185733109904513,-0.48814052636539484,-0.9458710243879241,-0.921145931221853,-0.42657664856261845,0.28557440144455454,0.8520639784550059
0.7429016695863638,0.6764278617341748,0.9963902698124213,0.7912727253345192,0.16916852646481773,-0.5420844773875564,-0.9676686019947845,-0.8833085822045061,-0.33346064820196153,0.392115117195596,0.9110531891395903
0.7554932233081666,0.685647785787841,0.998211922241088,0.767615919511385,0.11933469344275147,-0.5938804882875184,-0.9839456439671285,-0.8386134145646505,-0.2369638753538737,0.4936255499179466,0.9556169786884431
0.7680847770299695,0.6947590037239207,0.9994005532039664,0.7428639135622175,0.0691982014576742,-0.6433233240242081,-0.9946092900116199,-0.7874074320098828,-0.138064657255855,0.5888034641594021,0.9850497335991815
0.7806763307517722,0.7037600710031781,0.9999554089243304,0.7170520225441263,0.01888620765253848,-0.69021707371092,-0.9995987041789873,-0.7300881868201459,-0.03776567820477121,0.6764278617341747,0.9988854219322504
0.793267884473575,0.7126495605502279,0.9998761375374373,0.6902170737109201,-0.031473685718586095,-0.7343759268870445,-0.9988854219322505,-0.6671006933369836,0.06291618610288573,0.7553746454047702,0.9969049723608753
0.8058594381953778,0.721426062979791,0.999162789313664,0.6623973539696282,-0.08175375491782157,-0.775624909768156,-0.9924735125364991,-0.5989339729675189,0.16296017810945518,0.8246310394615748,0.9791397428995448
0.8184509919171805,0.7300881868201455,0.9978158166266278,0.6336325552544493,-0.13182647865890226,-0.8138005785571593,-0.9803995558437937,-0.5261172575270021,0.261352007290606,0.8833085822045055,0.9458710243879243
0.8310425456389833,0.738634558733738,0.9958360736663117,0.6039637178960706,-0.1815648615291332,-0.8487516670693468,-0.9627324336056288,-0.4492158803963569,0.35709413348417135,0.9306545236515257,0.8976255865919255
0.843634099360786,0.7470638237349191,0.9932248158973745,0.5734331720671587,-0.23084275607761784,-0.8803396861052278,-0.9395729365035187,-0.36882688739491426,0.4492158803963557,0.9660614822575386,0.8351673374440174
0.8562256530825889,0.7553746454047702,0.989983699262992,0.5420844773875569,-0.279535182752869,-0.9084394721961954,-0.9110531891395909,-0.28557440144455587,0.5367832767500867,0.9890752367615859,0.7594852274885793
0.8688172068043917,0.7635657061029862,0.986114779134731,0.5099623607753652,-0.32751864687836846,-0.9329396835486949,-0.8773358962676064,-0.20010477701304455,0.6189085253015655,0.9994005532039663,0.6717775910507242
0.8814087605261944,0.7716357071767809,0.9816205090091248,0.47711265263256947,-0.3746714518621626,-0.953743241221784,-0.8386134145646505,-0.11308158195638733,0.6947590037239204,0.9969049723608753,0.5734331720671589
0.8940003142479972,0.7795833691667818,0.9765037389517748,0.4435822214562705,-0.4208740078461161,-0.9707677137899661,-0.7951066552390204,-0.025180445720139402,0.7635657061029858,0.9816205090091249,0.4660091350120305
0.9065918679698,0.7874074320098828,0.9707677137899663,0.40941890696880456,-0.4660091350120293,-0.9839456439671285,-0.7470638237349192,0.06291618610288573,0.8246310394615748,0.9537432412217844,0.35120640908803924
0.9191834216916027,0.7951066552390201,0.9644160710549436,0.3746714518621633,-0.5099623607753646,-0.9932248158973743,-0.6947590037239213,0.15052435013401244,0.8773358962676058,0.9136307949634935,0.23084275607762003
0.9317749754134055,0.8026798181798434,0.9574528386751506,0.33938943225409535,-0.5526222101128349,-0.9985684620536465,-0.6384905934615157,0.2369638753538715,0.9211459312218524,0.8617977562545391,0.10682398829207006
0.9443665291352084,0.8101257201442467,0.9498824324218971,0.30362318695511703,-0.5938804882875187,-0.9999554089243304,-0.5785796034292977,0.321563663804496,0.9556169786884433,0.7989090697591515,-0.018886207652537543
0.9569580828570111,0.8174431806207323,0.941709653109075,0.26742374564734456,-0.6336325552544487,-0.9973801609105755,-0.515367824974731,0.4036669008501083,0.9803995558437935,0.725771508484802,-0.14429736342880764
0.9695496365788139,0.8246310394615751,0.932939683548695,0.2308427560776185,-0.6717775910507239,-0.9908529221018993,-0.4492158803963569,0.48263615454526954,0.9952424058890388,0.6433233240242091,-0.26742374564734284
0.9821411903006166,0.831688157066758,0.9235780852641798,0.193932410368808,-0.7082188514970529,-0.9803995558437936,-0.38050116559870856,0.5578583245199527,0.9999950454033061,0.5526222101128353,-0.3863157975340789
0.9947327440224194,0.8386134145646502,0.9136307949634929,0.15674537055441842,-0.7428639135622174,-0.966061482257539,-0.30961569705403164,0.6287494019594921,0.9946092900116199,0.45483173391242576,-0.49909100779482873
1.0073242977442223,0.8454057139893991,0.9031041207743439,0.11933469344275102,-0.775624909768156,-0.9478955141182943,-0.23696387535387284,0.6947590037239204,0.9791397428995448,0.3512064090880376,-0.603963717896071
1.019915851466025,0.8520639784550065,0.8920047382438554,0.08175375491782225,-0.8064187510411641,-0.9259736317417723,-0.16296017810945654,0.7553746454047696,0.9537432412217844,0.24307560216993002,-0.6992733957998368
1.0325074051878278,0.858587152326065,0.8803396861052282,0.044056173785029115,-0.8351673374440166,-0.9003826977714798,-0.08802679536278585,0.8101257201442464,0.9186772660172915,0.13182647865890362,-0.7835109284724886
1.0450989589096304,0.8649742013851224,0.8681163618140917,0.006295735270236124,-0.8617977562545384,-0.8712241129966538,-0.012591220998457194,0.8585871523260644,0.8742973317518835,0.018886207652540055,-0.8553425168573655
1.0576905126314333,0.8712241129966533,0.8553425168573667,-0.031473685718586095,-0.8862424668882684,-0.8386134145646505,0.06291618610288573,0.9003826977714796,0.8210533819543308,-0.09429634671823711,-0.9136307949634925
1.070282066353236,0.8773358962676061,0.842026251837619,-0.06919820145767352,-0.908439472196195,-0.8026798181798438,0.13806465725585365,0.9351878648184965,0.7594852274885804,-0.20626921216919558,-0.9574528386751502
1.0828736200750388,0.8833085822045057,0.8281760113360176,-0.10682398829206957,-0.9283324757031315,-0.7635657061029867,0.2124254714995497,0.9627324336056284,0.6902170737109207,-0.3155959350160735,-0.9861147791347308
1.0954651737968417,0.8891412238670814,0.8138005785571594,-0.14429736342880878,-0.9458710243879241,-0.7214260629797911,0.28557440144455537,0.9828025540010144,0.6139511919982282,-0.4208740078461171,-0.999162789313664
1.1080567275186444,0.8948328965184001,0.7989090697591519,-0.1815648615291332,-0.9610106366433845,-0.6764278617341757,0.35709413348417135,0.9952424058890388,0.5314607998081393,-0.5207528617069256,-0.9963902698124215
1.1206482812404472,0.9003826977714798,0.7835109284724886,-0.21857331099045108,-0.9737129150914042,-0.6287494019594931,0.426576648562618,0.9999554089243304,0.44358222145627074,-0.6139511919982277,-0.9778411201111754
1.13323983496225,0.9057897477323569,0.767615919511385,-0.2552699098092008,-0.9839456439671285,-0.5785796034292985,0.4936255499179466,0.9969049723608753,0.35120640908803924,-0.6992733957998368,-0.9438090434748286
1.1458313886840528,0.9110531891395905,0.7512341227813666,-0.2916023009164006,-0.9916828708252043,-0.5261172575270014,0.5578583245199527,0.9861147791347312,0.2552699098092021,-0.7756249097681558,-0.8948328965184003
1.1584229424058554,0.9161721875001766,0.734375926887045,-0.32751864687836807,-0.9969049723608752,-0.47157023956054767,0.6189085253015648,0.9676686019947853,0.15674537055441956,-0.8420262518376183,-0.8316881570667592
1.1710144961276583,0.9211459312218527,0.7170520225441263,-0.36296770385606414,-0.9995987041789873,-0.415154685083199,0.676427861734174,0.941709653109075,0.056631676959655715,-0.8976255865919244,-0.7553746454047706
1.1836060498494612,0.925973631741772,0.6992733957998378,-0.39789889471751055,-0.9997572343846811,-0.3570941334841726,0.7300881868201455,0.9084394721961953,-0.04405617378502862,-0.9417096531090747,-0.6671006933369839
1.1961976035712638,0.9306545236515261,0.6810513210660664,-0.43226238119898397,-0.9973801609105755,-0.2976186422425114,0.7795833691667814,0.8681163618140921,-0.14429736342880764,-0.973712915091404,-0.5682640117205385
1.2087891572930667,0.935187864818497,0.6623973539696282,-0.4660091350120293,-0.9924735125364991,-0.23696387535387284,0.8246310394615748,0.8210533819543308,-0.24307560216992757,-0.9932248158973744,-0.46042955941071356
1.2213807110148693,0.9395729365035184,0.6433233240242087,-0.49909100779482896,-0.9850497335991817,-0.17537016954221551,0.8649742013851222,0.767615919511386,-0.3393894322540937,-0.9999950454033061,-0.34530476403748467
1.2339722647366722,0.9438090434748282,0.6238413271286091,-0.5314607998081381,-0.9751276524306863,-0.11308158195638733,0.9003826977714796,0.7082188514970528,-0.43226238119898375,-0.9939367511286635,-0.22471248696198293
1.2465638184584749,0.9478955141182944,0.6039637178960706,-0.5630723272777647,-0.9627324336056288,-0.05034492312503025,0.9306545236515257,0.6433233240242091,-0.5207528617069256,-0.9751276524306868,-0.10056216048001092
1.2591553721802777,0.9518317005438962,0.5837031018195269,-0.5938804882875187,-0.9478955141182946,0.012591220998455815,0.9556169786884433,0.5734331720671589,-0.6039637178960695,-0.9438090434748286,0.025180445720136894
1.2717469259020806,0.9556169786884434,0.5630723272777653,-0.6238413271286088,-0.9306545236515262,0.07547747402581531,0.9751276524306862,0.4990910077948294,-0.6810513210660659,-0.90038269777148,0.15052435013401308
1.2843384796238833,0.9592507484145191,0.5420844773875569,-0.652912097013689,-0.9110531891395909,0.1380646572558545,0.9890752367615857,0.4208740078461178,-0.7512341227813656,-0.8454057139893996,0.2734848842158918
1.2969300333456861,0.9627324336056285,0.5207528617069271,-0.6810513210660661,-0.8891412238670815,0.20010477701304405,0.9973801609105755,0.339389432254096,-0.813800578557159,-0.7795833691667818,0.3921151171955958
1.3095215870674888,0.9660614822575389,0.49909100779482957,-0.7082188514970525,-0.8649742013851228,0.261352007290606,0.9999950454033061,0.2552699098092021,-0.8681163618140908,-0.7037600710031797,0.5045366833634586
1.3221131407892917,0.9692373665657978,0.47711265263256947,-0.7343759268870445,-0.8386134145646505,0.3215636638044952,0.9969049723608753,0.16916852646481753,-0.9136307949634925,-0.6189085253015668,0.6089695237108053
1.3347046945110943,0.9722595830094136,0.45483173391242554,-0.7594852274885789,-0.8101257201442472,0.3805011655987073,0.9881275706061144,0.08175375491782337,-0.9498824324218965,-0.5261172575270031,0.7037600710031765
1.3472962482328972,0.9751276524306862,0.4322623811989846,-0.7835109284724883,-0.7795833691667823,0.4379309803916768,0.9737129150914046,-0.006295735270234746,-0.9765037389517746,-0.4265766485626187,0.7874074320098824
1.3598878019547,0.9778411201111752,0.40941890696880456,-0.8064187510411641,-0.7470638237349192,0.49362554991794816,0.9537432412217844,-0.09429634671823711,-0.9932248158973744,-0.32156366380449586,0.8585871523260652
1.3724793556765027,0.9803995558437935,0.38631579753407935,-0.8281760113360173,-0.7126495605502283,0.5473641915985782,0.9283324757031319,-0.18156486152913165,-0.9998761375374373,-0.21242547149955043,0.916172187500176
1.3850709093983056,0.9828025540010144,0.36296770385606475,-0.8487516670693468,-0.676427861734175,0.5989339729675186,0.8976255865919255,-0.26742374564734456,-0.9963902698124214,-0.10056216048000914,0.9592507484145191
1.3976624631201082,0.9850497335991816,0.33938943225409535,-0.8681163618140914,-0.6384905934615157,0.6481305553891552,0.8617977562545391,-0.35120640908803685,-0.9828025540010146,0.012591220998454682,0.9871407383589125
1.410254016841911,0.9871407383589128,0.315595935016074,-0.8862424668882684,-0.5989339729675189,0.6947590037239204,0.8210533819543308,-0.43226238119898375,-0.9592507484145194,0.12558307489861112,0.9994005532039663
1.4228455705637137,0.9890752367615858,0.29160230091640127,-0.9031041207743433,-0.5578583245199538,0.7386345587337376,0.7756249097681575,-0.5099623607753633,-0.9259736317417727,0.23696387535387126,0.9958360736663118
1.4354371242855166,0.9908529221018992,0.26742374564734456,-0.9186772660172913,-0.515367824974731,0.7795833691667814,0.725771508484802,-0.5837031018195254,-0.8833085822045063,0.3453047640374821,0.9765037389517751
1.4480286780073195,0.992473512536499,0.24307560216992805,-0.9329396835486949,-0.4715702395605469,0.8174431806207323,0.6717775910507242,-0.6529120970136898,-0.8316881570667582,0.44921588039635546,0.9417096531090751
1.4606202317291221,0.9939367511286633,0.2185733109904513,-0.9458710243879241,-0.42657664856261845,0.8520639784550059,0.6139511919982282,-0.7170520225441256,-0.7716357071767818,0.5473641915985773,0.8920047382438564
1.473211785450925,0.9952424058890388,0.193932410368808,-0.9574528386751505,-0.38050116559870856,0.8833085822045055,0.5526222101128353,-0.7756249097681558,-0.7037600710031784,0.6384905934615145,0.8281760113360181
1.4858033391727277,0.9963902698124213,0.16916852646481773,-0.9676686019947845,-0.33346064820196153,0.9110531891395903,0.4881405263653968,-0.8281760113360166,-0.628749401959494,0.72142606297979,0.7512341227813675
1.4983948928945305,0.9973801609105755,0.144297363428809,-0.9765037389517746,-0.28557440144455587,0.935187864818497,0.4208740078461178,-0.8742973317518823,-0.5473641915985795,0.7951066552390199,0.6623973539696283
1.5109864466163332,0.998211922241088,0.11933469344275147,-0.9839456439671285,-0.2369638753538737,0.9556169786884431,0.35120640908803924,-0.9136307949634925,-0.4604295594107152,0.8585871523260634,0.5630723272777671
1.523578000338136,0.9988854219322504,0.09429634671823804,-0.9899836992629919,-0.18775235688858025,0.9722595830094135,0.2795351827528703,-0.945871024387924,-0.36882688739491454,0.9110531891395899,0.454831733912426
1.536169554059939,0.9994005532039664,0.0691982014576742,-0.9946092900116199,-0.138064657255855,0.9850497335991815,0.2062692121691963,-0.9707677137899663,-0.27348488421589273,0.951831700543896,0.33938943225409623
1.5487611077817416,0.9997572343846811,0.044056173785029115,-0.9978158166266278,-0.08802679536278585,0.9939367511286632,0.13182647865890362,-0.988127570606114,-0.17537016954221574,0.9803995558437932,0.21857331099045266
1.5613526615035445,0.9999554089243304,0.01888620765253848,-0.9995987041789873,-0.03776567820477121,0.9988854219322504,0.056631676959655715,-0.9978158166266278,-0.07547747402581605,0.9963902698124213,0.09429634671823808
1.573944215225347,0.9999950454033061,-0.006295735270235435,-0.9999554089243304,0.012591220998455815,0.9998761375374373,-0.018886207652537543,-0.9997572343846811,0.025180445720136894,0.9995987041789873,-0.031473685718583826
1.58653576894715,0.9998761375374373,-0.031473685718586095,-0.9988854219322505,0.06291618610288573,0.9969049723608753,-0.09429634671823711,-0.9939367511286635,0.12558307489861112,0.989983699262992,-0.1567453705544168
1.5991273226689526,0.9995987041789873,-0.056631676959654334,-0.9963902698124213,0.11308158195638596,0.9899836992629922,-0.1691685264648168,-0.9803995558437938,0.22471248696198026,0.9676686019947854,-0.27953518275286593
1.6117188763907555,0.999162789313664,-0.08175375491782157,-0.9924735125364991,0.16296017810945518,0.9791397428995448,-0.24307560216992757,-0.9592507484145194,0.3215636638044949,0.9329396835486955,-0.3978988947175105
1.6243104301125584,0.9985684620536465,-0.10682398829206957,-0.9871407383589128,0.2124254714995497,0.9644160710549436,-0.3155959350160735,-0.9306545236515263,0.41515468508319836,0.8862424668882687,-0.5099623607753645
1.636901983834361,0.9978158166266278,-0.13182647865890226,-0.9803995558437937,0.261352007290606,0.9458710243879243,-0.38631579753407724,-0.894832896518401,0.5045366833634586,0.8281760113360181,-0.6139511919982275
1.649493537556164,0.9969049723608752,-0.15674537055441776,-0.9722595830094136,0.3096156970540303,0.92357808526418,-0.4548317339124251,-0.8520639784550071,0.588803464159402,0.7594852274885794,-0.7082188514970521
1.6620850912779666,0.9958360736663117,-0.1815648615291332,-0.9627324336056288,0.35709413348417135,0.8976255865919255,-0.5207528617069256,-0.8026798181798439,0.6671006933369817,0.681051321066068,-0.791272725334518
1.6746766449997694,0.9946092900116199,-0.2062692121691967,-0.9518317005438962,0.4036669008501083,0.8681163618140921,-0.5837031018195269,-0.7470638237349193,0.7386345587337374,0.59388048828752,-0.8617977562545377
1.687268198721572,0.9932248158973745,-0.23084275607761784,-0.9395729365035187,0.4492158803963557,0.8351673374440174,-0.6433233240242072,-0.6856477857878424,0.8026798181798424,0.4990910077948311,-0.9186772660172904
1.699859752443375,0.9916828708252043,-0.25526990980920117,-0.9259736317417723,0.4936255499179474,0.7989090697591525,-0.6992733957998368,-0.6189085253015668,0.8585871523260643,0.39789889471751166,-0.9610106366433838
1.7124513061651778,0.989983699262992,-0.279535182752869,-0.9110531891395909,0.5367832767500867,0.7594852274885793,-0.7512341227813656,-0.5473641915985795,0.9057897477323568,0.2916023009164009,-0.9881275706061143
